userId	geneSymbol	geneName	entrezgene	score	gLink
Cenpk	Cenpk	centromere protein K	60411	0.46	https://www.ncbi.nlm.nih.gov/gene/?term=60411
Cenpl	Cenpl	centromere protein L	70454	0	https://www.ncbi.nlm.nih.gov/gene/?term=70454
Cenpn	Cenpn	centromere protein N	72155	0.48	https://www.ncbi.nlm.nih.gov/gene/?term=72155
Cenpo	Cenpo	centromere protein O	52504	1.81	https://www.ncbi.nlm.nih.gov/gene/?term=52504
Cenpp	Cenpp	centromere protein P	66336	0.06	https://www.ncbi.nlm.nih.gov/gene/?term=66336
Cenpq	Cenpq	centromere protein Q	83815	0.7	https://www.ncbi.nlm.nih.gov/gene/?term=83815
Cenpt	Cenpt	centromere protein T	320394	-1.28	https://www.ncbi.nlm.nih.gov/gene/?term=320394
Cenpu	Cenpu	centromere protein U	71876	-1.36	https://www.ncbi.nlm.nih.gov/gene/?term=71876
Cenpv	Cenpv	centromere protein V	73139	0.38	https://www.ncbi.nlm.nih.gov/gene/?term=73139
Cenpw	Cenpw	centromere protein W	66311	0.9	https://www.ncbi.nlm.nih.gov/gene/?term=66311
Cenpx	Cenpx	centromere protein X	20892	2.45	https://www.ncbi.nlm.nih.gov/gene/?term=20892
Cep104	Cep104	centrosomal protein 104	230967	2.44	https://www.ncbi.nlm.nih.gov/gene/?term=230967
Cep112	Cep112	centrosomal protein 112	76380	2.66	https://www.ncbi.nlm.nih.gov/gene/?term=76380
Cep120	Cep120	centrosomal protein 120	225523	0.76	https://www.ncbi.nlm.nih.gov/gene/?term=225523
Cep126	Cep126	centrosomal protein 126	234915	-1	https://www.ncbi.nlm.nih.gov/gene/?term=234915
Cep128	Cep128	centrosomal protein 128	75216	-1.44	https://www.ncbi.nlm.nih.gov/gene/?term=75216
Cep131	Cep131	centrosomal protein 131	12009	2.87	https://www.ncbi.nlm.nih.gov/gene/?term=12009
Cep135	Cep135	centrosomal protein 135	381644	3.83	https://www.ncbi.nlm.nih.gov/gene/?term=381644
Cep152	Cep152	centrosomal protein 152	99100	2.55	https://www.ncbi.nlm.nih.gov/gene/?term=99100
Cep162	Cep162	centrosomal protein 162	382090	2.68	https://www.ncbi.nlm.nih.gov/gene/?term=382090
Cep164	Cep164	centrosomal protein 164	214552	1.28	https://www.ncbi.nlm.nih.gov/gene/?term=214552
Cep170	Cep170	centrosomal protein 170	545389	0.5	https://www.ncbi.nlm.nih.gov/gene/?term=545389
Cep170b	Cep170b	centrosomal protein 170B	217882	0.94	https://www.ncbi.nlm.nih.gov/gene/?term=217882
Cep19	Cep19	centrosomal protein 19	66994	-1.19	https://www.ncbi.nlm.nih.gov/gene/?term=66994
Cep192	Cep192	centrosomal protein 192	70799	2.13	https://www.ncbi.nlm.nih.gov/gene/?term=70799
Cep250	Cep250	centrosomal protein 250	16328	1.81	https://www.ncbi.nlm.nih.gov/gene/?term=16328
Cep290	Cep290	centrosomal protein 290	216274	0.83	https://www.ncbi.nlm.nih.gov/gene/?term=216274
Cep295	Cep295	centrosomal protein 295	319675	1.34	https://www.ncbi.nlm.nih.gov/gene/?term=319675
Cep350	Cep350	centrosomal protein 350	74081	4.31	https://www.ncbi.nlm.nih.gov/gene/?term=74081
Cep41	Cep41	centrosomal protein 41	83922	-1.08	https://www.ncbi.nlm.nih.gov/gene/?term=83922
Cep44	Cep44	centrosomal protein 44	382010	0.87	https://www.ncbi.nlm.nih.gov/gene/?term=382010
Cep55	Cep55	centrosomal protein 55	74107	0.32	https://www.ncbi.nlm.nih.gov/gene/?term=74107
Cep57	Cep57	centrosomal protein 57	74360	2.08	https://www.ncbi.nlm.nih.gov/gene/?term=74360
Cep57l1	Cep57l1	centrosomal protein 57-like 1	103268	0.32	https://www.ncbi.nlm.nih.gov/gene/?term=103268
Cep63	Cep63	centrosomal protein 63	28135	0.79	https://www.ncbi.nlm.nih.gov/gene/?term=28135
Cep68	Cep68	centrosomal protein 68	216543	2.18	https://www.ncbi.nlm.nih.gov/gene/?term=216543
Cep70	Cep70	centrosomal protein 70	68121	0.36	https://www.ncbi.nlm.nih.gov/gene/?term=68121
Cep72	Cep72	centrosomal protein 72	74470	-1.12	https://www.ncbi.nlm.nih.gov/gene/?term=74470
Cep76	Cep76	centrosomal protein 76	225659	-1.49	https://www.ncbi.nlm.nih.gov/gene/?term=225659
Cep78	Cep78	centrosomal protein 78	208518	1.28	https://www.ncbi.nlm.nih.gov/gene/?term=208518
Cep83	Cep83	centrosomal protein 83	77048	1.54	https://www.ncbi.nlm.nih.gov/gene/?term=77048
Cep85	Cep85	centrosomal protein 85	70012	3.25	https://www.ncbi.nlm.nih.gov/gene/?term=70012
Cep85l	Cep85l	centrosomal protein 85-like	100038725	0.85	https://www.ncbi.nlm.nih.gov/gene/?term=100038725
Cep89	Cep89	centrosomal protein 89	72140	0.53	https://www.ncbi.nlm.nih.gov/gene/?term=72140
Cep95	Cep95	centrosomal protein 95	320162	3.88	https://www.ncbi.nlm.nih.gov/gene/?term=320162
Cep97	Cep97	centrosomal protein 97	74201	-0.82	https://www.ncbi.nlm.nih.gov/gene/?term=74201
Cept1	Cept1	choline/ethanolaminephosphotransferase 1	99712	1.6	https://www.ncbi.nlm.nih.gov/gene/?term=99712
Cercam	Cercam	cerebral endothelial cell adhesion molecule	99151	-1.65	https://www.ncbi.nlm.nih.gov/gene/?term=99151
Cerk	Cerk	ceramide kinase	223753	2.12	https://www.ncbi.nlm.nih.gov/gene/?term=223753
Cerkl	Cerkl	ceramide kinase-like	228094	0.02	https://www.ncbi.nlm.nih.gov/gene/?term=228094
Cers1	Cers1	ceramide synthase 1	93898	-2.06	https://www.ncbi.nlm.nih.gov/gene/?term=93898
Cers2	Cers2	ceramide synthase 2	76893	-1.08	https://www.ncbi.nlm.nih.gov/gene/?term=76893
Cers4	Cers4	ceramide synthase 4	67260	2.49	https://www.ncbi.nlm.nih.gov/gene/?term=67260
Cers5	Cers5	ceramide synthase 5	71949	-0.93	https://www.ncbi.nlm.nih.gov/gene/?term=71949
Cers6	Cers6	ceramide synthase 6	241447	-1.44	https://www.ncbi.nlm.nih.gov/gene/?term=241447
Ces2b	Ces2b	carboxyesterase 2B	234669	-1.44	https://www.ncbi.nlm.nih.gov/gene/?term=234669
Ces2f	Ces2f	carboxylesterase 2F	71903	0.15	https://www.ncbi.nlm.nih.gov/gene/?term=71903
Cetn2	Cetn2	centrin 2	26370	-0.14	https://www.ncbi.nlm.nih.gov/gene/?term=26370
Cetn3	Cetn3	centrin 3	12626	0.81	https://www.ncbi.nlm.nih.gov/gene/?term=12626
Cetn4	Cetn4	centrin 4	207175	-1.99	https://www.ncbi.nlm.nih.gov/gene/?term=207175
Cfap100	Cfap100	cilia and flagella associated protein 100	243538	0.03	https://www.ncbi.nlm.nih.gov/gene/?term=243538
Cfap126	Cfap126	cilia and flagella associated protein 126	75472	0.23	https://www.ncbi.nlm.nih.gov/gene/?term=75472
Cfap157	Cfap157	cilia and flagella associated protein 157	227736	0.7	https://www.ncbi.nlm.nih.gov/gene/?term=227736
Cfap161	Cfap161	cilia and flagella associated protein 161	75556	0.02	https://www.ncbi.nlm.nih.gov/gene/?term=75556
Cfap20	Cfap20	cilia and flagella associated protein 20	14894	-0.74	https://www.ncbi.nlm.nih.gov/gene/?term=14894
Cfap206	Cfap206	cilia and flagella associated protein 206	69329	0.35	https://www.ncbi.nlm.nih.gov/gene/?term=69329
Cfap36	Cfap36	cilia and flagella associated protein 36	216618	-1.55	https://www.ncbi.nlm.nih.gov/gene/?term=216618
Cfap43	Cfap43	cilia and flagella associated protein 43	100048534	0.86	https://www.ncbi.nlm.nih.gov/gene/?term=100048534
Cfap44	Cfap44	cilia and flagella associated protein 44	212517	3.23	https://www.ncbi.nlm.nih.gov/gene/?term=212517
Cfap45	Cfap45	cilia and flagella associated protein 45	71870	0.66	https://www.ncbi.nlm.nih.gov/gene/?term=71870
Cfap46	Cfap46	cilia and flagella associated protein 46	212124	-1.98	https://www.ncbi.nlm.nih.gov/gene/?term=212124
Cfap53	Cfap53	cilia and flagella associated protein 53	74453	0.2	https://www.ncbi.nlm.nih.gov/gene/?term=74453
Cfap54	Cfap54	cilia and flagella associated protein 54	380654	0.35	https://www.ncbi.nlm.nih.gov/gene/?term=380654
Cfap57	Cfap57	cilia and flagella associated protein 57	68625	-0.22	https://www.ncbi.nlm.nih.gov/gene/?term=68625
Cfap61	Cfap61	cilia and flagella associated protein 61	78774	-1.49	https://www.ncbi.nlm.nih.gov/gene/?term=78774
Cfap65	Cfap65	cilia and flagella associated protein 65	241116	-0.21	https://www.ncbi.nlm.nih.gov/gene/?term=241116
Cfap69	Cfap69	cilia and flagella associated protein 69	207686	-0.08	https://www.ncbi.nlm.nih.gov/gene/?term=207686
Cfap74	Cfap74	cilia and flagella associated protein 74	544678	1.34	https://www.ncbi.nlm.nih.gov/gene/?term=544678
Cfap97	Cfap97	cilia and flagella associated protein 97	66756	-1.53	https://www.ncbi.nlm.nih.gov/gene/?term=66756
Cfb	Cfb	complement factor B	14962	2.93	https://www.ncbi.nlm.nih.gov/gene/?term=14962
Cfdp1	Cfdp1	craniofacial development protein 1	23837	0	https://www.ncbi.nlm.nih.gov/gene/?term=23837
Cfh	Cfh	complement component factor h	12628	1.34	https://www.ncbi.nlm.nih.gov/gene/?term=12628
Cfl1	Cfl1	cofilin 1, non-muscle	12631	0.38	https://www.ncbi.nlm.nih.gov/gene/?term=12631
Cfl2	Cfl2	cofilin 2, muscle	12632	-1.94	https://www.ncbi.nlm.nih.gov/gene/?term=12632
Cflar	Cflar	CASP8 and FADD-like apoptosis regulator	12633	1.5	https://www.ncbi.nlm.nih.gov/gene/?term=12633
Cfp	Cfp	complement factor properdin	18636	1.68	https://www.ncbi.nlm.nih.gov/gene/?term=18636
Cftr	Cftr	cystic fibrosis transmembrane conductance regulator	12638	-0.16	https://www.ncbi.nlm.nih.gov/gene/?term=12638
Cggbp1	Cggbp1	CGG triplet repeat binding protein 1	106143	-1.61	https://www.ncbi.nlm.nih.gov/gene/?term=106143
Cgn	Cgn	cingulin	70737	2.64	https://www.ncbi.nlm.nih.gov/gene/?term=70737
Cgnl1	Cgnl1	cingulin-like 1	68178	2.13	https://www.ncbi.nlm.nih.gov/gene/?term=68178
Cgref1	Cgref1	cell growth regulator with EF hand domain 1	68567	-0.48	https://www.ncbi.nlm.nih.gov/gene/?term=68567
Cgrrf1	Cgrrf1	cell growth regulator with ring finger domain 1	68755	-0.4	https://www.ncbi.nlm.nih.gov/gene/?term=68755
Chac1	Chac1	ChaC, cation transport regulator 1	69065	1.22	https://www.ncbi.nlm.nih.gov/gene/?term=69065
Chac2	Chac2	ChaC, cation transport regulator 2	68044	-2.71	https://www.ncbi.nlm.nih.gov/gene/?term=68044
Chadl	Chadl	chondroadherin-like	214685	0.17	https://www.ncbi.nlm.nih.gov/gene/?term=214685
Chaf1a	Chaf1a	chromatin assembly factor 1, subunit A (p150)	27221	0.73	https://www.ncbi.nlm.nih.gov/gene/?term=27221
Chaf1b	Chaf1b	chromatin assembly factor 1, subunit B (p60)	110749	0.24	https://www.ncbi.nlm.nih.gov/gene/?term=110749
Champ1	Champ1	chromosome alignment maintaining phosphoprotein 1	101994	0.88	https://www.ncbi.nlm.nih.gov/gene/?term=101994
Chat	Chat	choline acetyltransferase	12647	-2.24	https://www.ncbi.nlm.nih.gov/gene/?term=12647
Chchd1	Chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	66121	0.12	https://www.ncbi.nlm.nih.gov/gene/?term=66121
Chchd10	Chchd10	coiled-coil-helix-coiled-coil-helix domain containing 10	103172	-3.06	https://www.ncbi.nlm.nih.gov/gene/?term=103172
Chchd2	Chchd2	coiled-coil-helix-coiled-coil-helix domain containing 2	14004	-2.56	https://www.ncbi.nlm.nih.gov/gene/?term=14004
Chchd3	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	66075	-1.27	https://www.ncbi.nlm.nih.gov/gene/?term=66075
Chchd4	Chchd4	coiled-coil-helix-coiled-coil-helix domain containing 4	72170	-3.34	https://www.ncbi.nlm.nih.gov/gene/?term=72170
Chchd5	Chchd5	coiled-coil-helix-coiled-coil-helix domain containing 5	66170	1.01	https://www.ncbi.nlm.nih.gov/gene/?term=66170
Chchd6	Chchd6	coiled-coil-helix-coiled-coil-helix domain containing 6	66098	-2.78	https://www.ncbi.nlm.nih.gov/gene/?term=66098
Chchd7	Chchd7	coiled-coil-helix-coiled-coil-helix domain containing 7	66433	-0.54	https://www.ncbi.nlm.nih.gov/gene/?term=66433
Chd1	Chd1	chromodomain helicase DNA binding protein 1	12648	2.19	https://www.ncbi.nlm.nih.gov/gene/?term=12648
Chd1l	Chd1l	chromodomain helicase DNA binding protein 1-like	68058	0.84	https://www.ncbi.nlm.nih.gov/gene/?term=68058
Chd2	Chd2	chromodomain helicase DNA binding protein 2	244059	1.44	https://www.ncbi.nlm.nih.gov/gene/?term=244059
Chd3	Chd3	chromodomain helicase DNA binding protein 3	216848	0.44	https://www.ncbi.nlm.nih.gov/gene/?term=216848
Chd4	Chd4	chromodomain helicase DNA binding protein 4	107932	0.25	https://www.ncbi.nlm.nih.gov/gene/?term=107932
Chd5	Chd5	chromodomain helicase DNA binding protein 5	269610	0.39	https://www.ncbi.nlm.nih.gov/gene/?term=269610
Chd6	Chd6	chromodomain helicase DNA binding protein 6	71389	4.46	https://www.ncbi.nlm.nih.gov/gene/?term=71389
Chd7	Chd7	chromodomain helicase DNA binding protein 7	320790	3.41	https://www.ncbi.nlm.nih.gov/gene/?term=320790
Chd8	Chd8	chromodomain helicase DNA binding protein 8	67772	2.16	https://www.ncbi.nlm.nih.gov/gene/?term=67772
Chd9	Chd9	chromodomain helicase DNA binding protein 9	109151	3.59	https://www.ncbi.nlm.nih.gov/gene/?term=109151
Chdh	Chdh	choline dehydrogenase	218865	0.17	https://www.ncbi.nlm.nih.gov/gene/?term=218865
Chek1	Chek1	checkpoint kinase 1	12649	-0.52	https://www.ncbi.nlm.nih.gov/gene/?term=12649
Chek2	Chek2	checkpoint kinase 2	50883	0.25	https://www.ncbi.nlm.nih.gov/gene/?term=50883
Cherp	Cherp	calcium homeostasis endoplasmic reticulum protein	27967	-1.42	https://www.ncbi.nlm.nih.gov/gene/?term=27967
Chfr	Chfr	checkpoint with forkhead and ring finger domains	231600	0.97	https://www.ncbi.nlm.nih.gov/gene/?term=231600
Chga	Chga	chromogranin A	12652	-2.41	https://www.ncbi.nlm.nih.gov/gene/?term=12652
Chgb	Chgb	chromogranin B	12653	-3.4	https://www.ncbi.nlm.nih.gov/gene/?term=12653
Chic1	Chic1	cysteine-rich hydrophobic domain 1	12212	-1.78	https://www.ncbi.nlm.nih.gov/gene/?term=12212
Chic2	Chic2	cysteine-rich hydrophobic domain 2	74277	2.09	https://www.ncbi.nlm.nih.gov/gene/?term=74277
Chid1	Chid1	chitinase domain containing 1	68038	-1.05	https://www.ncbi.nlm.nih.gov/gene/?term=68038
Chil1	Chil1	chitinase-like 1	12654	-1.06	https://www.ncbi.nlm.nih.gov/gene/?term=12654
Chka	Chka	choline kinase alpha	12660	1.48	https://www.ncbi.nlm.nih.gov/gene/?term=12660
Chkb	Chkb	choline kinase beta	12651	-0.6	https://www.ncbi.nlm.nih.gov/gene/?term=12651
Chl1	Chl1	cell adhesion molecule L1-like	12661	-2.22	https://www.ncbi.nlm.nih.gov/gene/?term=12661
Chm	Chm	choroidermia (RAB escort protein 1)	12662	-0.26	https://www.ncbi.nlm.nih.gov/gene/?term=12662
Chml	Chml	choroideremia-like	12663	-0.28	https://www.ncbi.nlm.nih.gov/gene/?term=12663
Chmp1a	Chmp1a	charged multivesicular body protein 1A	234852	0.39	https://www.ncbi.nlm.nih.gov/gene/?term=234852
Chmp1b	Chmp1b	charged multivesicular body protein 1B	67064	0.75	https://www.ncbi.nlm.nih.gov/gene/?term=67064
Chmp2a	Chmp2a	charged multivesicular body protein 2A	68953	-0.45	https://www.ncbi.nlm.nih.gov/gene/?term=68953
Chmp2b	Chmp2b	charged multivesicular body protein 2B	68942	0.31	https://www.ncbi.nlm.nih.gov/gene/?term=68942
Chmp3	Chmp3	charged multivesicular body protein 3	66700	-0.29	https://www.ncbi.nlm.nih.gov/gene/?term=66700
Chmp4b	Chmp4b	charged multivesicular body protein 4B	75608	-0.47	https://www.ncbi.nlm.nih.gov/gene/?term=75608
Chmp4c	Chmp4c	charged multivesicular body protein 4C	66371	-0.1	https://www.ncbi.nlm.nih.gov/gene/?term=66371
Chmp5	Chmp5	charged multivesicular body protein 5	76959	-1.86	https://www.ncbi.nlm.nih.gov/gene/?term=76959
Chmp6	Chmp6	charged multivesicular body protein 6	208092	1.31	https://www.ncbi.nlm.nih.gov/gene/?term=208092
Chmp7	Chmp7	charged multivesicular body protein 7	105513	-2.12	https://www.ncbi.nlm.nih.gov/gene/?term=105513
Chn1	Chn1	chimerin 1	108699	-4.38	https://www.ncbi.nlm.nih.gov/gene/?term=108699
Chn2	Chn2	chimerin 2	69993	-0.11	https://www.ncbi.nlm.nih.gov/gene/?term=69993
Chodl	Chodl	chondrolectin	246048	-0.92	https://www.ncbi.nlm.nih.gov/gene/?term=246048
Chordc1	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	66917	0.33	https://www.ncbi.nlm.nih.gov/gene/?term=66917
Chp1	Chp1	calcineurin-like EF hand protein 1	56398	-2.02	https://www.ncbi.nlm.nih.gov/gene/?term=56398
Chp2	Chp2	calcineurin-like EF hand protein 2	70261	2.23	https://www.ncbi.nlm.nih.gov/gene/?term=70261
Chpf	Chpf	chondroitin polymerizing factor	74241	-2.59	https://www.ncbi.nlm.nih.gov/gene/?term=74241
Chpf2	Chpf2	chondroitin polymerizing factor 2	100910	0.19	https://www.ncbi.nlm.nih.gov/gene/?term=100910
Chpt1	Chpt1	choline phosphotransferase 1	212862	-1.25	https://www.ncbi.nlm.nih.gov/gene/?term=212862
Chrac1	Chrac1	chromatin accessibility complex 1	93696	1.16	https://www.ncbi.nlm.nih.gov/gene/?term=93696
Chrd	Chrd	chordin	12667	0.67	https://www.ncbi.nlm.nih.gov/gene/?term=12667
Chrdl1	Chrdl1	chordin-like 1	83453	-1.09	https://www.ncbi.nlm.nih.gov/gene/?term=83453
Chrm1	Chrm1	cholinergic receptor, muscarinic 1, CNS	12669	-0.68	https://www.ncbi.nlm.nih.gov/gene/?term=12669
Chrm2	Chrm2	cholinergic receptor, muscarinic 2, cardiac	243764	-2.43	https://www.ncbi.nlm.nih.gov/gene/?term=243764
Chrm3	Chrm3	cholinergic receptor, muscarinic 3, cardiac	12671	-0.21	https://www.ncbi.nlm.nih.gov/gene/?term=12671
Chrm4	Chrm4	cholinergic receptor, muscarinic 4	12672	-0.87	https://www.ncbi.nlm.nih.gov/gene/?term=12672
Chrm5	Chrm5	cholinergic receptor, muscarinic 5	213788	-0.36	https://www.ncbi.nlm.nih.gov/gene/?term=213788
Chrna1	Chrna1	cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)	11435	-1.73	https://www.ncbi.nlm.nih.gov/gene/?term=11435
Chrna2	Chrna2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)	110902	1.8	https://www.ncbi.nlm.nih.gov/gene/?term=110902
Chrna3	Chrna3	cholinergic receptor, nicotinic, alpha polypeptide 3	110834	-1.67	https://www.ncbi.nlm.nih.gov/gene/?term=110834
Chrna4	Chrna4	cholinergic receptor, nicotinic, alpha polypeptide 4	11438	-1.85	https://www.ncbi.nlm.nih.gov/gene/?term=11438
Chrna5	Chrna5	cholinergic receptor, nicotinic, alpha polypeptide 5	110835	-2.54	https://www.ncbi.nlm.nih.gov/gene/?term=110835
Chrna7	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	11441	-1.55	https://www.ncbi.nlm.nih.gov/gene/?term=11441
Chrnb1	Chrnb1	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	11443	-0.74	https://www.ncbi.nlm.nih.gov/gene/?term=11443
Chrnb2	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	11444	-3.55	https://www.ncbi.nlm.nih.gov/gene/?term=11444
Chrnb3	Chrnb3	cholinergic receptor, nicotinic, beta polypeptide 3	108043	-1.06	https://www.ncbi.nlm.nih.gov/gene/?term=108043
Chrnb4	Chrnb4	cholinergic receptor, nicotinic, beta polypeptide 4	108015	0.65	https://www.ncbi.nlm.nih.gov/gene/?term=108015
Chst1	Chst1	carbohydrate sulfotransferase 1	76969	-2.29	https://www.ncbi.nlm.nih.gov/gene/?term=76969
Chst10	Chst10	carbohydrate sulfotransferase 10	98388	-2.31	https://www.ncbi.nlm.nih.gov/gene/?term=98388
Chst11	Chst11	carbohydrate sulfotransferase 11	58250	-1.42	https://www.ncbi.nlm.nih.gov/gene/?term=58250
Chst12	Chst12	carbohydrate sulfotransferase 12	59031	1.7	https://www.ncbi.nlm.nih.gov/gene/?term=59031
Chst14	Chst14	carbohydrate sulfotransferase 14	72136	2.19	https://www.ncbi.nlm.nih.gov/gene/?term=72136
Chst15	Chst15	carbohydrate sulfotransferase 15	77590	0.13	https://www.ncbi.nlm.nih.gov/gene/?term=77590
Chst2	Chst2	carbohydrate sulfotransferase 2	54371	-3.13	https://www.ncbi.nlm.nih.gov/gene/?term=54371
Chst3	Chst3	carbohydrate sulfotransferase 3	53374	-1.99	https://www.ncbi.nlm.nih.gov/gene/?term=53374
Chst7	Chst7	carbohydrate (N-acetylglucosamino) sulfotransferase 7	60322	1.61	https://www.ncbi.nlm.nih.gov/gene/?term=60322
Chst8	Chst8	carbohydrate sulfotransferase 8	68947	0.89	https://www.ncbi.nlm.nih.gov/gene/?term=68947
Chsy1	Chsy1	chondroitin sulfate synthase 1	269941	2.47	https://www.ncbi.nlm.nih.gov/gene/?term=269941
Chsy3	Chsy3	chondroitin sulfate synthase 3	78923	-1.15	https://www.ncbi.nlm.nih.gov/gene/?term=78923
Chtf18	Chtf18	CTF18, chromosome transmission fidelity factor 18	214901	-1.01	https://www.ncbi.nlm.nih.gov/gene/?term=214901
Chtf8	Chtf8	CTF8, chromosome transmission fidelity factor 8	214987	0.48	https://www.ncbi.nlm.nih.gov/gene/?term=214987
Chtop	Chtop	chromatin target of PRMT1	66511	-2.1	https://www.ncbi.nlm.nih.gov/gene/?term=66511
Chuk	Chuk	conserved helix-loop-helix ubiquitous kinase	12675	4.01	https://www.ncbi.nlm.nih.gov/gene/?term=12675
Churc1	Churc1	churchill domain containing 1	211151	-2	https://www.ncbi.nlm.nih.gov/gene/?term=211151
Ciao1	Ciao1	cytosolic iron-sulfur protein assembly 1	26371	-0.97	https://www.ncbi.nlm.nih.gov/gene/?term=26371
Ciapin1	Ciapin1	cytokine induced apoptosis inhibitor 1	109006	-0.84	https://www.ncbi.nlm.nih.gov/gene/?term=109006
Ciart	Ciart	circadian associated repressor of transcription	229599	0.69	https://www.ncbi.nlm.nih.gov/gene/?term=229599
Cib1	Cib1	calcium and integrin binding 1 (calmyrin)	23991	1.38	https://www.ncbi.nlm.nih.gov/gene/?term=23991
Cib2	Cib2	calcium and integrin binding family member 2	56506	0.27	https://www.ncbi.nlm.nih.gov/gene/?term=56506
Cic	Cic	capicua transcriptional repressor	71722	2.91	https://www.ncbi.nlm.nih.gov/gene/?term=71722
Ciita	Ciita	class II transactivator	12265	2.99	https://www.ncbi.nlm.nih.gov/gene/?term=12265
Cinp	Cinp	cyclin-dependent kinase 2 interacting protein	67236	-1.06	https://www.ncbi.nlm.nih.gov/gene/?term=67236
Cipc	Cipc	CLOCK interacting protein, circadian	217732	-2.75	https://www.ncbi.nlm.nih.gov/gene/?term=217732
Cir1	Cir1	corepressor interacting with RBPJ, 1	66935	0.71	https://www.ncbi.nlm.nih.gov/gene/?term=66935
Cirbp	Cirbp	cold inducible RNA binding protein	12696	0.79	https://www.ncbi.nlm.nih.gov/gene/?term=12696
Cisd1	Cisd1	CDGSH iron sulfur domain 1	52637	-2.84	https://www.ncbi.nlm.nih.gov/gene/?term=52637
Cisd2	Cisd2	CDGSH iron sulfur domain 2	67006	1	https://www.ncbi.nlm.nih.gov/gene/?term=67006
Cisd3	Cisd3	CDGSH iron sulfur domain 3	217149	-1.17	https://www.ncbi.nlm.nih.gov/gene/?term=217149
Cish	Cish	cytokine inducible SH2-containing protein	12700	-1.66	https://www.ncbi.nlm.nih.gov/gene/?term=12700
Cit	Cit	citron	12704	-0.6	https://www.ncbi.nlm.nih.gov/gene/?term=12704
Cited2	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	17684	-1.49	https://www.ncbi.nlm.nih.gov/gene/?term=17684
Cited4	Cited4	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4	56222	0.98	https://www.ncbi.nlm.nih.gov/gene/?term=56222
Ciz1	Ciz1	CDKN1A interacting zinc finger protein 1	68379	2.04	https://www.ncbi.nlm.nih.gov/gene/?term=68379
Ckap2	Ckap2	cytoskeleton associated protein 2	80986	0.95	https://www.ncbi.nlm.nih.gov/gene/?term=80986
Ckap2l	Ckap2l	cytoskeleton associated protein 2-like	70466	0.19	https://www.ncbi.nlm.nih.gov/gene/?term=70466
Ckap4	Ckap4	cytoskeleton-associated protein 4	216197	2.2	https://www.ncbi.nlm.nih.gov/gene/?term=216197
Ckap5	Ckap5	cytoskeleton associated protein 5	75786	-3.43	https://www.ncbi.nlm.nih.gov/gene/?term=75786
Ckb	Ckb	creatine kinase, brain	12709	-2.85	https://www.ncbi.nlm.nih.gov/gene/?term=12709
Cklf	Cklf	chemokine-like factor	75458	1.96	https://www.ncbi.nlm.nih.gov/gene/?term=75458
Ckmt1	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous	12716	-3.55	https://www.ncbi.nlm.nih.gov/gene/?term=12716
Cks1b	Cks1b	CDC28 protein kinase 1b	54124	1.63	https://www.ncbi.nlm.nih.gov/gene/?term=54124
Cks2	Cks2	CDC28 protein kinase regulatory subunit 2	66197	-0.01	https://www.ncbi.nlm.nih.gov/gene/?term=66197
Clasp1	Clasp1	CLIP associating protein 1	76707	0.37	https://www.ncbi.nlm.nih.gov/gene/?term=76707
Clasp2	Clasp2	CLIP associating protein 2	76499	-0.3	https://www.ncbi.nlm.nih.gov/gene/?term=76499
Clasrp	Clasrp	CLK4-associating serine/arginine rich protein	53609	-1.06	https://www.ncbi.nlm.nih.gov/gene/?term=53609
Clcc1	Clcc1	chloride channel CLIC-like 1	229725	1.85	https://www.ncbi.nlm.nih.gov/gene/?term=229725
Clcf1	Clcf1	cardiotrophin-like cytokine factor 1	56708	1.29	https://www.ncbi.nlm.nih.gov/gene/?term=56708
Clcn1	Clcn1	chloride channel, voltage-sensitive 1	12723	0.87	https://www.ncbi.nlm.nih.gov/gene/?term=12723
Clcn2	Clcn2	chloride channel, voltage-sensitive 2	12724	-1.17	https://www.ncbi.nlm.nih.gov/gene/?term=12724
Clcn3	Clcn3	chloride channel, voltage-sensitive 3	12725	-1.59	https://www.ncbi.nlm.nih.gov/gene/?term=12725
Clcn4	Clcn4	chloride channel, voltage-sensitive 4	12727	0.37	https://www.ncbi.nlm.nih.gov/gene/?term=12727
Clcn5	Clcn5	chloride channel, voltage-sensitive 5	12728	1.12	https://www.ncbi.nlm.nih.gov/gene/?term=12728
Clcn6	Clcn6	chloride channel, voltage-sensitive 6	26372	-0.49	https://www.ncbi.nlm.nih.gov/gene/?term=26372
Clcn7	Clcn7	chloride channel, voltage-sensitive 7	26373	3.03	https://www.ncbi.nlm.nih.gov/gene/?term=26373
Cldn1	Cldn1	claudin 1	12737	-1.28	https://www.ncbi.nlm.nih.gov/gene/?term=12737
