userId	geneSymbol	geneName	entrezgene	score	gLink
Adora3	Adora3	adenosine A3 receptor	11542	7.703009889	https://www.ncbi.nlm.nih.gov/gene/?term=11542
Adpgk	Adpgk	ADP-dependent glucokinase	72141	2.542198857	https://www.ncbi.nlm.nih.gov/gene/?term=72141
Adprh	Adprh	ADP-ribosylarginine hydrolase	11544	1.915498901	https://www.ncbi.nlm.nih.gov/gene/?term=11544
Adprhl1	Adprhl1	ADP-ribosylhydrolase like 1	234072	1.775307749	https://www.ncbi.nlm.nih.gov/gene/?term=234072
Adprhl2	Adprhl2	ADP-ribosylhydrolase like 2	100206	-0.982356585	https://www.ncbi.nlm.nih.gov/gene/?term=100206
Adprm	Adprm	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	66358	2.491132396	https://www.ncbi.nlm.nih.gov/gene/?term=66358
Adra1a	Adra1a	adrenergic receptor, alpha 1a	11549	0.057034752	https://www.ncbi.nlm.nih.gov/gene/?term=11549
Adra1b	Adra1b	adrenergic receptor, alpha 1b	11548	0.694914008	https://www.ncbi.nlm.nih.gov/gene/?term=11548
Adra1d	Adra1d	adrenergic receptor, alpha 1d	11550	-3.399563664	https://www.ncbi.nlm.nih.gov/gene/?term=11550
Adra2a	Adra2a	adrenergic receptor, alpha 2a	11551	-4.87436393	https://www.ncbi.nlm.nih.gov/gene/?term=11551
Adra2b	Adra2b	adrenergic receptor, alpha 2b	11552	-1.224344766	https://www.ncbi.nlm.nih.gov/gene/?term=11552
Adra2c	Adra2c	adrenergic receptor, alpha 2c	11553	-1.484664669	https://www.ncbi.nlm.nih.gov/gene/?term=11553
Adrb1	Adrb1	adrenergic receptor, beta 1	11554	0.928181846	https://www.ncbi.nlm.nih.gov/gene/?term=11554
Adrb2	Adrb2	adrenergic receptor, beta 2	11555	4.633520744	https://www.ncbi.nlm.nih.gov/gene/?term=11555
Adrb3	Adrb3	adrenergic receptor, beta 3	11556	2.700802141	https://www.ncbi.nlm.nih.gov/gene/?term=11556
Adrm1	Adrm1	adhesion regulating molecule 1	56436	0.122553089	https://www.ncbi.nlm.nih.gov/gene/?term=56436
Adsl	Adsl	adenylosuccinate lyase	11564	4.729881605	https://www.ncbi.nlm.nih.gov/gene/?term=11564
Adss	Adss	adenylosuccinate synthetase, non muscle	11566	1.556470323	https://www.ncbi.nlm.nih.gov/gene/?term=11566
Adssl1	Adssl1	adenylosuccinate synthetase like 1	11565	2.713314344	https://www.ncbi.nlm.nih.gov/gene/?term=11565
Adtrp	Adtrp	androgen dependent TFPI regulating protein	109254	2.410507166	https://www.ncbi.nlm.nih.gov/gene/?term=109254
Aebp1	Aebp1	AE binding protein 1	11568	-0.963062624	https://www.ncbi.nlm.nih.gov/gene/?term=11568
Aebp2	Aebp2	AE binding protein 2	11569	-2.294643343	https://www.ncbi.nlm.nih.gov/gene/?term=11569
Aen	Aen	apoptosis enhancing nuclease	68048	0.427485883	https://www.ncbi.nlm.nih.gov/gene/?term=68048
Aes	Aes	amino-terminal enhancer of split	14797	-1.029465501	https://www.ncbi.nlm.nih.gov/gene/?term=14797
Afap1	Afap1	actin filament associated protein 1	70292	0.578681914	https://www.ncbi.nlm.nih.gov/gene/?term=70292
Afap1l1	Afap1l1	actin filament associated protein 1-like 1	106877	5.669977875	https://www.ncbi.nlm.nih.gov/gene/?term=106877
Afap1l2	Afap1l2	actin filament associated protein 1-like 2	226250	-0.329039935	https://www.ncbi.nlm.nih.gov/gene/?term=226250
Afdn	Afdn	afadin, adherens junction formation factor	17356	1.771685189	https://www.ncbi.nlm.nih.gov/gene/?term=17356
Aff1	Aff1	AF4/FMR2 family, member 1	17355	4.005256574	https://www.ncbi.nlm.nih.gov/gene/?term=17355
Aff2	Aff2	AF4/FMR2 family, member 2	14266	-1.581884336	https://www.ncbi.nlm.nih.gov/gene/?term=14266
Aff3	Aff3	AF4/FMR2 family, member 3	16764	-1.945211745	https://www.ncbi.nlm.nih.gov/gene/?term=16764
Aff4	Aff4	AF4/FMR2 family, member 4	93736	-2.049290857	https://www.ncbi.nlm.nih.gov/gene/?term=93736
Afg1l	Afg1l	AFG1 like ATPase	215951	-0.430171204	https://www.ncbi.nlm.nih.gov/gene/?term=215951
Afg3l1	Afg3l1	AFG3-like AAA ATPase 1	114896	0.585129914	https://www.ncbi.nlm.nih.gov/gene/?term=114896
Afg3l2	Afg3l2	AFG3-like AAA ATPase 2	69597	3.333366376	https://www.ncbi.nlm.nih.gov/gene/?term=69597
Afmid	Afmid	arylformamidase	71562	0.554400286	https://www.ncbi.nlm.nih.gov/gene/?term=71562
Aftph	Aftph	aftiphilin	216549	2.344438763	https://www.ncbi.nlm.nih.gov/gene/?term=216549
Aga	Aga	aspartylglucosaminidase	11593	3.543341094	https://www.ncbi.nlm.nih.gov/gene/?term=11593
Agap1	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	347722	-0.177377853	https://www.ncbi.nlm.nih.gov/gene/?term=347722
Agap2	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	216439	-4.163032086	https://www.ncbi.nlm.nih.gov/gene/?term=216439
Agap3	Agap3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	213990	-6.754386763	https://www.ncbi.nlm.nih.gov/gene/?term=213990
Agbl1	Agbl1	ATP/GTP binding protein-like 1	244071	0.553501016	https://www.ncbi.nlm.nih.gov/gene/?term=244071
Agbl2	Agbl2	ATP/GTP binding protein-like 2	271813	-0.502779449	https://www.ncbi.nlm.nih.gov/gene/?term=271813
Agbl3	Agbl3	ATP/GTP binding protein-like 3	76223	1.5479495	https://www.ncbi.nlm.nih.gov/gene/?term=76223
Agbl4	Agbl4	ATP/GTP binding protein-like 4	78933	-1.523467595	https://www.ncbi.nlm.nih.gov/gene/?term=78933
Agbl5	Agbl5	ATP/GTP binding protein-like 5	231093	-1.613835142	https://www.ncbi.nlm.nih.gov/gene/?term=231093
Agfg1	Agfg1	ArfGAP with FG repeats 1	15463	-1.416708551	https://www.ncbi.nlm.nih.gov/gene/?term=15463
Agfg2	Agfg2	ArfGAP with FG repeats 2	231801	-1.477026664	https://www.ncbi.nlm.nih.gov/gene/?term=231801
Aggf1	Aggf1	angiogenic factor with G patch and FHA domains 1	66549	1.487788566	https://www.ncbi.nlm.nih.gov/gene/?term=66549
Agk	Agk	acylglycerol kinase	69923	-3.918351446	https://www.ncbi.nlm.nih.gov/gene/?term=69923
Agl	Agl	amylo-1,6-glucosidase, 4-alpha-glucanotransferase	77559	1.903237187	https://www.ncbi.nlm.nih.gov/gene/?term=77559
Agmo	Agmo	alkylglycerol monooxygenase	319660	3.573371364	https://www.ncbi.nlm.nih.gov/gene/?term=319660
Ago1	Ago1	argonaute RISC catalytic subunit 1	236511	2.57516926	https://www.ncbi.nlm.nih.gov/gene/?term=236511
Ago2	Ago2	argonaute RISC catalytic subunit 2	239528	0.691992379	https://www.ncbi.nlm.nih.gov/gene/?term=239528
Ago3	Ago3	argonaute RISC catalytic subunit 3	214150	2.237925325	https://www.ncbi.nlm.nih.gov/gene/?term=214150
Ago4	Ago4	argonaute RISC catalytic subunit 4	76850	-3.956394508	https://www.ncbi.nlm.nih.gov/gene/?term=76850
Agpat1	Agpat1	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)	55979	-5.525814543	https://www.ncbi.nlm.nih.gov/gene/?term=55979
Agpat2	Agpat2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	67512	-0.255314655	https://www.ncbi.nlm.nih.gov/gene/?term=67512
Agpat3	Agpat3	1-acylglycerol-3-phosphate O-acyltransferase 3	28169	-1.292803553	https://www.ncbi.nlm.nih.gov/gene/?term=28169
Agpat4	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	68262	-1.867251397	https://www.ncbi.nlm.nih.gov/gene/?term=68262
Agpat5	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	52123	-1.547023167	https://www.ncbi.nlm.nih.gov/gene/?term=52123
Agps	Agps	alkylglycerone phosphate synthase	228061	4.65056229	https://www.ncbi.nlm.nih.gov/gene/?term=228061
Agrn	Agrn	agrin	11603	-4.362345824	https://www.ncbi.nlm.nih.gov/gene/?term=11603
Agrp	Agrp	agouti related neuropeptide	11604	0.696972442	https://www.ncbi.nlm.nih.gov/gene/?term=11604
Agt	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	11606	-0.939597909	https://www.ncbi.nlm.nih.gov/gene/?term=11606
Agtpbp1	Agtpbp1	ATP/GTP binding protein 1	67269	-1.892918559	https://www.ncbi.nlm.nih.gov/gene/?term=67269
Agtr1a	Agtr1a	angiotensin II receptor, type 1a	11607	2.079233639	https://www.ncbi.nlm.nih.gov/gene/?term=11607
Agtr1b	Agtr1b	angiotensin II receptor, type 1b	11608	-0.732756084	https://www.ncbi.nlm.nih.gov/gene/?term=11608
Agtr2	Agtr2	angiotensin II receptor, type 2	11609	1.654861982	https://www.ncbi.nlm.nih.gov/gene/?term=11609
Agtrap	Agtrap	angiotensin II, type I receptor-associated protein	11610	0.542931306	https://www.ncbi.nlm.nih.gov/gene/?term=11610
Ahctf1	Ahctf1	AT hook containing transcription factor 1	226747	-0.4659486	https://www.ncbi.nlm.nih.gov/gene/?term=226747
Ahcy	Ahcy	S-adenosylhomocysteine hydrolase	269378	1.675916466	https://www.ncbi.nlm.nih.gov/gene/?term=269378
Ahcyl1	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	229709	-1.522947166	https://www.ncbi.nlm.nih.gov/gene/?term=229709
Ahcyl2	Ahcyl2	S-adenosylhomocysteine hydrolase-like 2	74340	-1.861433934	https://www.ncbi.nlm.nih.gov/gene/?term=74340
Ahdc1	Ahdc1	AT hook, DNA binding motif, containing 1	230793	1.943145255	https://www.ncbi.nlm.nih.gov/gene/?term=230793
Ahi1	Ahi1	Abelson helper integration site 1	52906	-1.061523643	https://www.ncbi.nlm.nih.gov/gene/?term=52906
Ahnak	Ahnak	AHNAK nucleoprotein (desmoyokin)	66395	1.489033049	https://www.ncbi.nlm.nih.gov/gene/?term=66395
Ahnak2	Ahnak2	AHNAK nucleoprotein 2	100041194	0.648957352	https://www.ncbi.nlm.nih.gov/gene/?term=100041194
Ahr	Ahr	aryl-hydrocarbon receptor	11622	-0.287197165	https://www.ncbi.nlm.nih.gov/gene/?term=11622
Ahrr	Ahrr	aryl-hydrocarbon receptor repressor	11624	1.518237444	https://www.ncbi.nlm.nih.gov/gene/?term=11624
Ahsa1	Ahsa1	AHA1, activator of heat shock protein ATPase 1	217737	-0.918324447	https://www.ncbi.nlm.nih.gov/gene/?term=217737
Ahsa2	Ahsa2	AHA1, activator of heat shock protein ATPase 2	268390	1.156136767	https://www.ncbi.nlm.nih.gov/gene/?term=268390
Aicda	Aicda	activation-induced cytidine deaminase	11628	-0.383302102	https://www.ncbi.nlm.nih.gov/gene/?term=11628
Aida	Aida	axin interactor, dorsalization associated	108909	-3.494607142	https://www.ncbi.nlm.nih.gov/gene/?term=108909
Aif1	Aif1	allograft inflammatory factor 1	11629	7.433059092	https://www.ncbi.nlm.nih.gov/gene/?term=11629
Aif1l	Aif1l	allograft inflammatory factor 1-like	108897	-0.843328985	https://www.ncbi.nlm.nih.gov/gene/?term=108897
Aifm1	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	26926	3.924302164	https://www.ncbi.nlm.nih.gov/gene/?term=26926
Aifm2	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2	71361	-2.139125618	https://www.ncbi.nlm.nih.gov/gene/?term=71361
Aifm3	Aifm3	apoptosis-inducing factor, mitochondrion-associated 3	72168	-1.127810583	https://www.ncbi.nlm.nih.gov/gene/?term=72168
Aig1	Aig1	androgen-induced 1	66253	-3.770336287	https://www.ncbi.nlm.nih.gov/gene/?term=66253
Aim2	Aim2	absent in melanoma 2	383619	6.061059243	https://www.ncbi.nlm.nih.gov/gene/?term=383619
Aimp2	Aimp2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	231872	0.659956155	https://www.ncbi.nlm.nih.gov/gene/?term=231872
Aip	Aip	aryl-hydrocarbon receptor-interacting protein	11632	-5.043086678	https://www.ncbi.nlm.nih.gov/gene/?term=11632
Aipl1	Aipl1	aryl hydrocarbon receptor-interacting protein-like 1	114230	1.643125255	https://www.ncbi.nlm.nih.gov/gene/?term=114230
Aire	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	11634	1.815680229	https://www.ncbi.nlm.nih.gov/gene/?term=11634
Ajap1	Ajap1	adherens junction associated protein 1	230959	-0.490121104	https://www.ncbi.nlm.nih.gov/gene/?term=230959
Ajuba	Ajuba	ajuba LIM protein	16475	-0.920885073	https://www.ncbi.nlm.nih.gov/gene/?term=16475
Ak1	Ak1	adenylate kinase 1	11636	-3.607403695	https://www.ncbi.nlm.nih.gov/gene/?term=11636
Ak2	Ak2	adenylate kinase 2	11637	3.374674184	https://www.ncbi.nlm.nih.gov/gene/?term=11637
Ak3	Ak3	adenylate kinase 3	56248	-2.879533739	https://www.ncbi.nlm.nih.gov/gene/?term=56248
Ak4	Ak4	adenylate kinase 4	11639	-3.541566197	https://www.ncbi.nlm.nih.gov/gene/?term=11639
Ak5	Ak5	adenylate kinase 5	229949	-0.054139848	https://www.ncbi.nlm.nih.gov/gene/?term=229949
Ak6	Ak6	adenylate kinase 6	102216272	0.650790509	https://www.ncbi.nlm.nih.gov/gene/?term=102216272
Ak7	Ak7	adenylate kinase 7	78801	0.708401743	https://www.ncbi.nlm.nih.gov/gene/?term=78801
Ak8	Ak8	adenylate kinase 8	68870	-2.306443872	https://www.ncbi.nlm.nih.gov/gene/?term=68870
Ak9	Ak9	adenylate kinase 9	633979	2.41794245	https://www.ncbi.nlm.nih.gov/gene/?term=633979
Akain1	Akain1	A kinase (PRKA) anchor inhibitor 1	320722	-0.380891535	https://www.ncbi.nlm.nih.gov/gene/?term=320722
Akap1	Akap1	A kinase (PRKA) anchor protein 1	11640	0.521790587	https://www.ncbi.nlm.nih.gov/gene/?term=11640
Akap10	Akap10	A kinase (PRKA) anchor protein 10	56697	-1.654458109	https://www.ncbi.nlm.nih.gov/gene/?term=56697
Akap11	Akap11	A kinase (PRKA) anchor protein 11	219181	4.361135796	https://www.ncbi.nlm.nih.gov/gene/?term=219181
Akap12	Akap12	A kinase (PRKA) anchor protein (gravin) 12	83397	-0.635305931	https://www.ncbi.nlm.nih.gov/gene/?term=83397
Akap13	Akap13	A kinase (PRKA) anchor protein 13	75547	4.553984387	https://www.ncbi.nlm.nih.gov/gene/?term=75547
Akap14	Akap14	A kinase (PRKA) anchor protein 14	434756	-0.268137723	https://www.ncbi.nlm.nih.gov/gene/?term=434756
Akap17b	Akap17b	A kinase (PRKA) anchor protein 17B	338351	-0.102492177	https://www.ncbi.nlm.nih.gov/gene/?term=338351
Akap2	Akap2	A kinase (PRKA) anchor protein 2	11641	-0.277194063	https://www.ncbi.nlm.nih.gov/gene/?term=11641
Akap3	Akap3	A kinase (PRKA) anchor protein 3	11642	-1.765538006	https://www.ncbi.nlm.nih.gov/gene/?term=11642
Akap5	Akap5	A kinase (PRKA) anchor protein 5	238276	-1.963509122	https://www.ncbi.nlm.nih.gov/gene/?term=238276
Akap6	Akap6	A kinase (PRKA) anchor protein 6	238161	1.761485443	https://www.ncbi.nlm.nih.gov/gene/?term=238161
Akap7	Akap7	A kinase (PRKA) anchor protein 7	432442	3.543256986	https://www.ncbi.nlm.nih.gov/gene/?term=432442
Akap8	Akap8	A kinase (PRKA) anchor protein 8	56399	3.902617901	https://www.ncbi.nlm.nih.gov/gene/?term=56399
Akap8l	Akap8l	A kinase (PRKA) anchor protein 8-like	54194	4.337864773	https://www.ncbi.nlm.nih.gov/gene/?term=54194
Akap9	Akap9	A kinase (PRKA) anchor protein (yotiao) 9	100986	-3.390531226	https://www.ncbi.nlm.nih.gov/gene/?term=100986
Akip1	Akip1	A kinase (PRKA) interacting protein 1	57373	3.092285183	https://www.ncbi.nlm.nih.gov/gene/?term=57373
Akirin1	Akirin1	akirin 1	68050	0.294305656	https://www.ncbi.nlm.nih.gov/gene/?term=68050
Akirin2	Akirin2	akirin 2	433693	-1.296354988	https://www.ncbi.nlm.nih.gov/gene/?term=433693
Akna	Akna	AT-hook transcription factor	100182	5.888722842	https://www.ncbi.nlm.nih.gov/gene/?term=100182
Aknad1	Aknad1	AKNA domain containing 1	329738	0.978277484	https://www.ncbi.nlm.nih.gov/gene/?term=329738
Akr1a1	Akr1a1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	58810	-0.113729099	https://www.ncbi.nlm.nih.gov/gene/?term=58810
Akr1b10	Akr1b10	aldo-keto reductase family 1, member B10 (aldose reductase)	67861	6.431747318	https://www.ncbi.nlm.nih.gov/gene/?term=67861
Akr1b3	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase)	11677	3.510261079	https://www.ncbi.nlm.nih.gov/gene/?term=11677
Akr1b8	Akr1b8	aldo-keto reductase family 1, member B8	14187	-0.548313791	https://www.ncbi.nlm.nih.gov/gene/?term=14187
Akr1c13	Akr1c13	aldo-keto reductase family 1, member C13	27384	3.622967976	https://www.ncbi.nlm.nih.gov/gene/?term=27384
Akr1c14	Akr1c14	aldo-keto reductase family 1, member C14	105387	-1.89027361	https://www.ncbi.nlm.nih.gov/gene/?term=105387
Akr1c18	Akr1c18	aldo-keto reductase family 1, member C18	105349	0.789558436	https://www.ncbi.nlm.nih.gov/gene/?term=105349
Akr1c19	Akr1c19	aldo-keto reductase family 1, member C19	432720	1.37642425	https://www.ncbi.nlm.nih.gov/gene/?term=432720
Akr1cl	Akr1cl	aldo-keto reductase family 1, member C-like	70861	-0.371293844	https://www.ncbi.nlm.nih.gov/gene/?term=70861
Akr1d1	Akr1d1	aldo-keto reductase family 1, member D1	208665	1.320634163	https://www.ncbi.nlm.nih.gov/gene/?term=208665
Akr1e1	Akr1e1	aldo-keto reductase family 1, member E1	56043	3.51954079	https://www.ncbi.nlm.nih.gov/gene/?term=56043
Akr7a5	Akr7a5	aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)	110198	-1.343573403	https://www.ncbi.nlm.nih.gov/gene/?term=110198
Akt1	Akt1	thymoma viral proto-oncogene 1	11651	0.484638299	https://www.ncbi.nlm.nih.gov/gene/?term=11651
Akt1s1	Akt1s1	AKT1 substrate 1 (proline-rich)	67605	-1.712691201	https://www.ncbi.nlm.nih.gov/gene/?term=67605
Akt2	Akt2	thymoma viral proto-oncogene 2	11652	-2.118980772	https://www.ncbi.nlm.nih.gov/gene/?term=11652
Akt3	Akt3	thymoma viral proto-oncogene 3	23797	1.467249199	https://www.ncbi.nlm.nih.gov/gene/?term=23797
Aktip	Aktip	thymoma viral proto-oncogene 1 interacting protein	14339	-1.879262335	https://www.ncbi.nlm.nih.gov/gene/?term=14339
Alad	Alad	aminolevulinate, delta-, dehydratase	17025	-0.400628184	https://www.ncbi.nlm.nih.gov/gene/?term=17025
Alas1	Alas1	aminolevulinic acid synthase 1	11655	3.232626827	https://www.ncbi.nlm.nih.gov/gene/?term=11655
Alas2	Alas2	aminolevulinic acid synthase 2, erythroid	11656	1.582777278	https://www.ncbi.nlm.nih.gov/gene/?term=11656
Alcam	Alcam	activated leukocyte cell adhesion molecule	11658	-2.723052439	https://www.ncbi.nlm.nih.gov/gene/?term=11658
Aldh16a1	Aldh16a1	aldehyde dehydrogenase 16 family, member A1	69748	6.180452014	https://www.ncbi.nlm.nih.gov/gene/?term=69748
Aldh18a1	Aldh18a1	aldehyde dehydrogenase 18 family, member A1	56454	-2.116819229	https://www.ncbi.nlm.nih.gov/gene/?term=56454
Aldh1a1	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1	11668	-1.054620956	https://www.ncbi.nlm.nih.gov/gene/?term=11668
Aldh1a2	Aldh1a2	aldehyde dehydrogenase family 1, subfamily A2	19378	0.34695725	https://www.ncbi.nlm.nih.gov/gene/?term=19378
Aldh1a3	Aldh1a3	aldehyde dehydrogenase family 1, subfamily A3	56847	0.686962304	https://www.ncbi.nlm.nih.gov/gene/?term=56847
Aldh1a7	Aldh1a7	aldehyde dehydrogenase family 1, subfamily A7	26358	2.873939098	https://www.ncbi.nlm.nih.gov/gene/?term=26358
Aldh1b1	Aldh1b1	aldehyde dehydrogenase 1 family, member B1	72535	-1.312827283	https://www.ncbi.nlm.nih.gov/gene/?term=72535
Aldh1l1	Aldh1l1	aldehyde dehydrogenase 1 family, member L1	107747	-0.399276463	https://www.ncbi.nlm.nih.gov/gene/?term=107747
Aldh1l2	Aldh1l2	aldehyde dehydrogenase 1 family, member L2	216188	3.908627851	https://www.ncbi.nlm.nih.gov/gene/?term=216188
Aldh2	Aldh2	aldehyde dehydrogenase 2, mitochondrial	11669	4.143766061	https://www.ncbi.nlm.nih.gov/gene/?term=11669
Aldh3a1	Aldh3a1	aldehyde dehydrogenase family 3, subfamily A1	11670	0.147776083	https://www.ncbi.nlm.nih.gov/gene/?term=11670
Aldh3a2	Aldh3a2	aldehyde dehydrogenase family 3, subfamily A2	11671	2.786778118	https://www.ncbi.nlm.nih.gov/gene/?term=11671
Aldh3b1	Aldh3b1	aldehyde dehydrogenase 3 family, member B1	67689	4.65607707	https://www.ncbi.nlm.nih.gov/gene/?term=67689
Aldh3b2	Aldh3b2	aldehyde dehydrogenase 3 family, member B2	621603	1.033398505	https://www.ncbi.nlm.nih.gov/gene/?term=621603
Aldh4a1	Aldh4a1	aldehyde dehydrogenase 4 family, member A1	212647	-2.930178377	https://www.ncbi.nlm.nih.gov/gene/?term=212647
Aldh5a1	Aldh5a1	aldhehyde dehydrogenase family 5, subfamily A1	214579	-0.145742949	https://www.ncbi.nlm.nih.gov/gene/?term=214579
Aldh6a1	Aldh6a1	aldehyde dehydrogenase family 6, subfamily A1	104776	3.326277252	https://www.ncbi.nlm.nih.gov/gene/?term=104776
Aldh7a1	Aldh7a1	aldehyde dehydrogenase family 7, member A1	110695	0.590674433	https://www.ncbi.nlm.nih.gov/gene/?term=110695
Aldh8a1	Aldh8a1	aldehyde dehydrogenase 8 family, member A1	237320	1.880746225	https://www.ncbi.nlm.nih.gov/gene/?term=237320
Aldh9a1	Aldh9a1	aldehyde dehydrogenase 9, subfamily A1	56752	2.877382789	https://www.ncbi.nlm.nih.gov/gene/?term=56752
Aldoa	Aldoa	aldolase A, fructose-bisphosphate	11674	-1.922955522	https://www.ncbi.nlm.nih.gov/gene/?term=11674
Aldoart1	Aldoart1	aldolase 1 A, retrogene 1	353204	0.858627292	https://www.ncbi.nlm.nih.gov/gene/?term=353204
Aldoc	Aldoc	aldolase C, fructose-bisphosphate	11676	-1.910326343	https://www.ncbi.nlm.nih.gov/gene/?term=11676
Alg1	Alg1	asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)	208211	1.205085557	https://www.ncbi.nlm.nih.gov/gene/?term=208211
Alg10b	Alg10b	asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase)	380959	-0.435560395	https://www.ncbi.nlm.nih.gov/gene/?term=380959
Alg11	Alg11	asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase)	207958	2.002079853	https://www.ncbi.nlm.nih.gov/gene/?term=207958
Alg12	Alg12	asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase)	223774	0.948721421	https://www.ncbi.nlm.nih.gov/gene/?term=223774
Alg13	Alg13	asparagine-linked glycosylation 13	67574	2.547881248	https://www.ncbi.nlm.nih.gov/gene/?term=67574
Alg14	Alg14	asparagine-linked glycosylation 14	66789	1.503897641	https://www.ncbi.nlm.nih.gov/gene/?term=66789
Alg2	Alg2	asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)	56737	1.802552411	https://www.ncbi.nlm.nih.gov/gene/?term=56737
Alg3	Alg3	asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)	208624	0.960409326	https://www.ncbi.nlm.nih.gov/gene/?term=208624
Alg5	Alg5	asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase)	66248	2.240279233	https://www.ncbi.nlm.nih.gov/gene/?term=66248
Alg6	Alg6	asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)	320438	0.584795176	https://www.ncbi.nlm.nih.gov/gene/?term=320438
Alg8	Alg8	asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase)	381903	1.554975578	https://www.ncbi.nlm.nih.gov/gene/?term=381903
Alg9	Alg9	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)	102580	-0.45980423	https://www.ncbi.nlm.nih.gov/gene/?term=102580
Alk	Alk	anaplastic lymphoma kinase	11682	2.700324218	https://www.ncbi.nlm.nih.gov/gene/?term=11682
Alkal2	Alkal2	ALK and LTK ligand 2	100294583	1.056993672	https://www.ncbi.nlm.nih.gov/gene/?term=100294583
Alkbh1	Alkbh1	alkB homolog 1, histone H2A dioxygenase	211064	-2.52724005	https://www.ncbi.nlm.nih.gov/gene/?term=211064
Alkbh2	Alkbh2	alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase	231642	-1.655330853	https://www.ncbi.nlm.nih.gov/gene/?term=231642
Alkbh3	Alkbh3	alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase	69113	2.405660306	https://www.ncbi.nlm.nih.gov/gene/?term=69113
Alkbh4	Alkbh4	alkB homolog 4, lysine demethylase	72041	1.44138054	https://www.ncbi.nlm.nih.gov/gene/?term=72041
Alkbh5	Alkbh5	alkB homolog 5, RNA demethylase	268420	0.091646301	https://www.ncbi.nlm.nih.gov/gene/?term=268420
Alkbh6	Alkbh6	alkB homolog 6	233065	-5.332673817	https://www.ncbi.nlm.nih.gov/gene/?term=233065
Alkbh7	Alkbh7	alkB homolog 7	66400	1.115208053	https://www.ncbi.nlm.nih.gov/gene/?term=66400
Alkbh8	Alkbh8	alkB homolog 8, tRNA methyltransferase	67667	-6.555312473	https://www.ncbi.nlm.nih.gov/gene/?term=67667
Alms1	Alms1	ALMS1, centrosome and basal body associated	236266	1.681660757	https://www.ncbi.nlm.nih.gov/gene/?term=236266
Alox12	Alox12	arachidonate 12-lipoxygenase	11684	-0.075638342	https://www.ncbi.nlm.nih.gov/gene/?term=11684
Alox12b	Alox12b	arachidonate 12-lipoxygenase, 12R type	11686	3.346043389	https://www.ncbi.nlm.nih.gov/gene/?term=11686
Alox5	Alox5	arachidonate 5-lipoxygenase	11689	7.242031056	https://www.ncbi.nlm.nih.gov/gene/?term=11689
Alox5ap	Alox5ap	arachidonate 5-lipoxygenase activating protein	11690	5.24956745	https://www.ncbi.nlm.nih.gov/gene/?term=11690
Alox8	Alox8	arachidonate 8-lipoxygenase	11688	-0.005920258	https://www.ncbi.nlm.nih.gov/gene/?term=11688
Aloxe3	Aloxe3	arachidonate lipoxygenase 3	23801	1.439527645	https://www.ncbi.nlm.nih.gov/gene/?term=23801
Alpk1	Alpk1	alpha-kinase 1	71481	1.622394623	https://www.ncbi.nlm.nih.gov/gene/?term=71481
Alpk2	Alpk2	alpha-kinase 2	225638	4.72932541	https://www.ncbi.nlm.nih.gov/gene/?term=225638
Alpk3	Alpk3	alpha-kinase 3	116904	0.040078223	https://www.ncbi.nlm.nih.gov/gene/?term=116904
Alpl	Alpl	alkaline phosphatase, liver/bone/kidney	11647	-1.274750422	https://www.ncbi.nlm.nih.gov/gene/?term=11647
Als2	Als2	alsin Rho guanine nucleotide exchange factor	74018	2.560901955	https://www.ncbi.nlm.nih.gov/gene/?term=74018
